[2026-03-27T22:27:46.136Z] GET https://fonts.googleapis.com/css2?family=Plus+Jakarta+Sans:wght@300;400;500;600;700&family=JetBrains+Mono:wght@400;500;600&family=Geist+Mono:wght@400;500;600&display=swap → 200 (?ms, 19536B)
[2026-03-27T22:27:46.136Z] GET http://localhost:5173/src/main.tsx → 304 (4ms, ?B)
[2026-03-27T22:27:46.261Z] GET http://localhost:5173/@react-refresh → 304 (36ms, ?B)
[2026-03-27T22:27:46.261Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 304 (36ms, ?B)
[2026-03-27T22:27:46.261Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=b0be6a92 → 200 (?ms, 12506B)
[2026-03-27T22:27:46.262Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=b0be6a92 → 200 (1ms, 1024B)
[2026-03-27T22:27:46.267Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=b0be6a92 → 200 (?ms, 1005607B)
[2026-03-27T22:27:46.267Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=b0be6a92 → 200 (?ms, 464006B)
[2026-03-27T22:27:46.268Z] GET http://localhost:5173/src/App.tsx → 304 (50ms, ?B)
[2026-03-27T22:27:46.268Z] GET http://localhost:5173/src/index.css → 304 (50ms, ?B)
[2026-03-27T22:27:46.268Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-6KCF6AHO.js?v=b0be6a92 → 200 (?ms, 45663B)
[2026-03-27T22:27:46.268Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-DC5AMYBS.js?v=b0be6a92 → 200 (17ms, 9510B)
[2026-03-27T22:27:46.286Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-2RADP4CJ.js?v=b0be6a92 → 200 (?ms, 16533B)
[2026-03-27T22:27:46.319Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-react.js?v=b0be6a92 → 200 (?ms, 1057404B)
[2026-03-27T22:27:46.319Z] GET http://localhost:5173/src/lib/utils.ts → 304 (21ms, ?B)
